73.1735023308	38.5455296612
73.1450507242	38.5148611858
73.0997179869	38.5000134015
73.0980380374	38.4957973155
73.0880758886	38.4949001601
73.0845226964	38.477312871
73.0532383824	38.4699998987
73.0223444336	38.440320351
72.9683056592	38.4121812815
72.9380601353	38.3844043131
72.6919629065	38.1229504419
72.7090707275	38.1154041382
72.7504930983	38.1620131676
72.7940985483	38.1544801846
72.8504335415	38.1430810264
72.8429766097	38.1642307836
72.9224140217	38.1588915182
72.9320046466	38.1718182439
72.9448611374	38.1732449373
72.9460772685	38.1837141399
72.9301405752	38.195736818
72.9454530296	38.2199958219
72.9312162377	38.2326319436
72.93822495	38.2428522962
72.9255076673	38.2594644964
72.9336822307	38.2701956614
72.9728571467	38.2653393288
72.9758870978	38.2777657854
72.9498355509	38.2787480223
72.9552141221	38.2877645873
72.9504241297	38.3002814169
72.9604351688	38.317844873
72.980958347	38.315924434
73.0023293654	38.3134599748
73.0074977979	38.3028835664
73.0305566556	38.2967176157
73.0564329031	38.2985003895
73.0500612464	38.3162909736
73.0548929773	38.3299368045
73.0394278125	38.3358894263
73.0339361088	38.3476200788
73.0118459827	38.3536822861
73.0040153864	38.3648837378
72.983508952	38.3682053328
72.9658035494	38.369438351
72.971919896	38.3871131129
73.0120875408	38.3737648627
73.0162503044	38.3916302277
72.9978144174	38.3953061331
72.9940319236	38.4044479581
73.0183039355	38.4117334618
73.0162235616	38.4257406535
73.03061964	38.4312803182
73.0274554243	38.4391300472
73.1461722599	38.5052611511
73.1745569813	38.5381210545
73.1735023308	38.5455296612
