97.4278370111	34.7181496478
97.5397326417	34.6747776341
97.7549469005	34.6876615298
97.9361527741	34.6449889812
98.5791229628	34.5017474362
98.8694338706	34.4464667693
99.0014673383	34.4304679731
99.1146803623	34.4102107647
99.2553230638	34.4019206745
99.3449149918	34.4201648049
99.3226683976	34.4887800542
99.2748927875	34.6075145179
99.0498087303	34.5689635171
98.8571655389	34.5739679972
98.5762153489	34.6298390452
98.4323657327	34.678054865
98.2665162826	34.7095263256
98.0979902483	34.7455676624
97.9777144123	34.763869457
97.8319342913	34.7810741121
97.6887965846	34.8056959028
97.5156141758	34.815812231
97.4144784211	34.822220548
97.4278370111	34.7181496478
